Credibility_pct,PageViewsDiff
98.0878752506,-0.0839992304547
96.8619101657,-0.0656809559735
95.7265077716,-0.0540585981179
94.6364283697,-0.0453155510308
93.5738359852,-0.0382037566958
92.5295514519,-0.0321505027241
91.4981440912,-0.0268429831621
90.4761079379,-0.0220907324294
89.4610396833,-0.0177687505204
88.4512183302,-0.0137903590908
87.4453700531,-0.0100928594191
86.4425274581,-0.00662935324478
85.4419407695,-0.00336379169314
84.4430193448,-0.000267831048365
83.4452917885,0.00268124437039
82.4483779383,0.00550194051677
81.4519686932,0.00820954970148
80.455811172,0.0108168673121
79.4596975885,0.0133347185257
78.4634567741,0.0157723526409
77.4669476249,0.0181377432036
76.4700539696,0.020437819816
75.4726805061,0.0226786495662
74.4747495476,0.0248655807365
73.4761983969,0.0270033578826
72.4769772068,0.0290962149115
71.4770472255,0.0311479510595
70.476379347,0.0331619934424
69.474952907,0.0351414489618
68.4727546778,0.0370891476985
67.4697780238,0.0390076794457
66.4660221911,0.0408994246716
65.4614917067,0.0427665809279
64.4561958692,0.0446111855145
63.4501483171,0.0464351350461
62.4433666607,0.0482402024452
61.4358721705,0.0500280517875
60.4276895115,0.0518002513453
59.4188465187,0.0535582851188
58.4093740072,0.0553035630928
57.399305613,0.0570374304172
56.3886776605,0.0587611756808
55.3775290538,0.0604760384198
54.3659011888,0.0621832159833
53.3538378845,0.0638838698615
52.3413853312,0.0655791315679
51.3285920547,0.0672701081572
50.3155088948,0.0689578874511
49.3021889975,0.0706435430381
48.28868782,0.0723281391081
47.2750631481,0.074012735178
46.2613751253,0.075698390765
45.247686294,0.0773861700589
44.2340616484,0.0790771466482
43.2205686981,0.0807724083546
42.2072775454,0.0824730622328
41.1942609738,0.0841802397963
40.1815945493,0.0858951025353
39.1693567364,0.0876188477989
38.1576290274,0.0893527151233
37.1464960878,0.0910979930973
36.1360459189,0.0928560268709
35.1263700378,0.0946282264286
34.1175636791,0.0964160757709
33.1097260171,0.0982211431701
32.102960415,0.100045092702
31.0973747001,0.101889697288
30.0930814714,0.103756853545
29.0901984426,0.10564859877
28.0888488251,0.107567130518
27.0891617576,0.109514829254
26.0912727882,0.111494284774
25.0953244181,0.113508327157
24.1014667164,0.115560063305
23.1098580179,0.117652920334
22.1206657183,0.11979069748
21.1340671854,0.12197762865
20.1502508069,0.1242184584
19.1694172038,0.126518535013
18.1917806421,0.128883925575
17.2175706879,0.13132155969
16.2470341605,0.133839410904
15.2804374567,0.136446728515
14.3180693421,0.139154337699
13.3602443349,0.141975033846
12.4073068569,0.144924109264
11.4596363878,0.148020069909
10.5176539612,0.151285631461
9.58183048486,0.154749137635
8.65269760907,0.158446637307
7.73086224674,0.162425028736
6.81702651051,0.166747010646
5.9120160163,0.171499261378
5.01682178711,0.17680678094
4.13266578081,0.182860034912
3.26111132868,0.189971829247
2.40427094137,0.198714876334
1.56527518183,0.21033723419
0.749802725953,0.228655508671
